Alignment ID	RT	m.z	2022_12_30_neg_BK_Sfery_23_08_22_B_1_230106030156	2022_12_30_neg_BK_Sfery_23_08_22_B_10_230106082540	2022_12_30_neg_BK_Sfery_23_08_22_B_11_230106090129	2022_12_30_neg_BK_Sfery_23_08_22_B_12_230106093733	2022_12_30_neg_BK_Sfery_23_08_22_B_13_230106101334	2022_12_30_neg_BK_Sfery_23_08_22_B_14_230106104923	2022_12_30_neg_BK_Sfery_23_08_22_B_15_230106112527	2022_12_30_neg_BK_Sfery_23_08_22_B_16_230106120127	2022_12_30_neg_BK_Sfery_23_08_22_B_17_230106123717	2022_12_30_neg_BK_Sfery_23_08_22_B_18_230106131319	2022_12_30_neg_BK_Sfery_23_08_22_B_19_230106134912	2022_12_30_neg_BK_Sfery_23_08_22_B_2_230106033758	2022_12_30_neg_BK_Sfery_23_08_22_B_20_230106142513	2022_12_30_neg_BK_Sfery_23_08_22_B_21_230106150117	2022_12_30_neg_BK_Sfery_23_08_22_B_22_230106153722	2022_12_30_neg_BK_Sfery_23_08_22_B_23_230106161325	2022_12_30_neg_BK_Sfery_23_08_22_B_24_230106164931	2022_12_30_neg_BK_Sfery_23_08_22_B_3_230106041349	2022_12_30_neg_BK_Sfery_23_08_22_B_4_230106044950	2022_12_30_neg_BK_Sfery_23_08_22_B_5_230106052539	2022_12_30_neg_BK_Sfery_23_08_22_B_6_230106060143	2022_12_30_neg_BK_Sfery_23_08_22_B_7_230106063744	2022_12_30_neg_BK_Sfery_23_08_22_B_8_230106071333	2022_12_30_neg_BK_Sfery_23_08_22_B_9_230106074937	2022_12_30_neg_BK_Sfery_23_08_22_S_1_230105123700	2022_12_30_neg_BK_Sfery_23_08_22_S_10_230105180128	2022_12_30_neg_BK_Sfery_23_08_22_S_11_230105183731	2022_12_30_neg_BK_Sfery_23_08_22_S_12_230105191335	2022_12_30_neg_BK_Sfery_23_08_22_S_13_230105194938	2022_12_30_neg_BK_Sfery_23_08_22_S_14_230105202542	2022_12_30_neg_BK_Sfery_23_08_22_S_15_230105210147	2022_12_30_neg_BK_Sfery_23_08_22_S_16_230105213750	2022_12_30_neg_BK_Sfery_23_08_22_S_17_230105221352	2022_12_30_neg_BK_Sfery_23_08_22_S_18_230105224951	2022_12_30_neg_BK_Sfery_23_08_22_S_19_230105232554	2022_12_30_neg_BK_Sfery_23_08_22_S_2_230105131319	2022_12_30_neg_BK_Sfery_23_08_22_S_20_230106000158	2022_12_30_neg_BK_Sfery_23_08_22_S_21_230106003759	2022_12_30_neg_BK_Sfery_23_08_22_S_22_230106011404	2022_12_30_neg_BK_Sfery_23_08_22_S_23_230106015006	2022_12_30_neg_BK_Sfery_23_08_22_S_24_230106022607	2022_12_30_neg_BK_Sfery_23_08_22_S_3_230105134921	2022_12_30_neg_BK_Sfery_23_08_22_S_4_230105142510	2022_12_30_neg_BK_Sfery_23_08_22_S_5_230105150113	2022_12_30_neg_BK_Sfery_23_08_22_S_6_230105153717	2022_12_30_neg_BK_Sfery_23_08_22_S_7_230105161318	2022_12_30_neg_BK_Sfery_23_08_22_S_8_230105164921	2022_12_30_neg_BK_Sfery_23_08_22_S_9_230105172525
1149	1.822	347.07419	867	0	0	0	0	0	0	175	0	0	0	700	0	672	0	0	1001	0	0	494	259	0	0	0	8801	7825	12027	12251	5889	8672	8190	8232	9259	10501	10897	8640	4838	5439	5300	6912	12846	7081	6487	6108	9772	20978	14088	9639
1150	2.08	347.07953	146371	219806	139837	130045	91993	137772	232924	136260	189298	142426	155208	207239	137914	131710	126323	203442	172015	191792	166669	201644	201621	169131	134726	141728	0	0	0	0	0	0	628	0	0	0	0	334	0	600	0	0	0	0	0	0	0	0	0	0
1151	4.101	347.08957	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	1274	0	0	886	0	0	0	0	11872	8372	13111	8842	5578	8632	2997	7295	10114	7321	5539	13970	7484	7060	8412	6546	6007	8245	4362	15953	3963	3995	3937	6513
1152	1.939	347.09729	15374	19477	13655	17939	14528	17190	29622	15610	14812	27111	18132	21416	20393	15305	17590	20329	17627	20957	27635	15125	18333	26465	17338	20113	7510	94750	29455	37922	24897	110969	49245	26483	106622	7050	6645	79729	102392	6963	54225	91729	34337	8850	19818	41304	48616	9620	55673	133462
1153	1.524	347.0976	0	1387	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	15087	1619668	3331772	21923	9784	10346	10633	1683510	1771155	1680736	2014507	9097	526076	1108333	1111972	954377	2291060	2694053	1455602	3804723	2547158	3532441	55524	9759
1154	9.877	347.13354	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21942	27412	20606	20132	12535	12452	14204	23894	11449	10272	6989	42919	9777	7875	8838	8150	21842	12581	37184	37544	41663	49756	28653	14290
1155	11.852	347.14899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	77375	57375	62583	93190	57338	51356	55666	36478	51773	59883	38191	42240	33673	39095	41653	57397	49356	57384	55605	51813	77144	71443	73992	51992
1156	13.066	347.14902	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	14529	16280	31496	18669	23309	22205	17914	13478	13412	10569	8598	11727	7550	8145	11628	12221	10909	35688	12615	26449	14928	49584	41284	22071
1157	11.416	347.16995	0	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385874	190826	295323	85578	143950	185408	92753	133733	423853	76140	301116	96319	203533	132443	282909	234251	154019	301767	106954	106226	442126	87890	164867	79194
1158	11.776	347.16995	354	346	2609	0	0	1164	877	0	1118	0	0	4006	0	212	0	0	0	0	0	0	2124	0	0	1404	274269	122851	179617	116211	94828	140573	87122	99028	245419	52053	187434	117906	105154	122884	128445	148544	100377	233405	118266	112416	261090	102978	116839	110783
1159	13.961	347.16995	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30989	17780	23516	28707	18788	13757	20196	16822	20750	17313	18601	17933	9864	21013	14334	26870	11854	20311	21754	19243	19420	23644	20615	15452
1160	12.533	347.1701	63735	40073	64279	109805	82657	28174	31957	24963	41713	33553	21471	85822	10712	29930	21541	11642	28077	76099	27724	138203	45251	23097	121963	68200	27426	12962	17638	20616	17838	24144	11602	10328	34268	16794	35604	22797	20206	20591	22762	29231	10553	23396	16890	16847	14457	13162	14996	14533
1161	13.329	347.20642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36563	63795	60633	41506	38191	50300	63798	42297	41432	38015	43132	89165	30793	48894	38834	48388	47644	28490	78577	67173	50575	50665	82949	45838
1162	14.476	347.20642	36706	11251	22951	21989	12816	7984	2948	12040	15051	10583	10428	3257	12161	40516	37136	25356	1933	29505	14841	103782	4571	1133	9688	7189	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163	20.262	347.22217	5404	0	0	400	0	0	0	0	0	0	0	920	0	0	0	0	0	0	114	0	0	0	0	0	2490375	2099378	2970602	2026943	2505312	1511783	2331692	1885868	2275380	2542837	1454333	2014108	1689182	21573	2333416	2205269	30081	2666041	3082442	2076054	2754720	2044797	2212544	2723275
1164	17.266	347.2222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42039	8064	19738	16418	19695	43813	23630	11004	18342	24403	39761	10186	36015	12772	25193	28849	37277	10476	23558	11092	30897	76095	5450	8713
1165	17.705	347.22232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47400	14509	18607	17687	23494	33385	17691	12791	16304	31275	35140	11318	30894	11205	20443	28847	29357	10765	19060	14285	35673	64279	3782	6491
1166	18.958	347.22235	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52365	25431	43177	28669	46150	45657	49095	30122	46527	48340	39866	20259	46355	23085	34810	42978	36975	25146	33806	31778	55223	33697	15133	19105
1167	20.295	347.22867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10533	14776	35947	16308	16222	18637	29920	8705	15442	20055	15745	21936	24122	31372	30582	17569	19554	7417	40850	19875	12754	23379	21118	18893
1168	19.065	347.25897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622121	153815	225591	174201	227027	221226	70689	169637	269180	157819	384751	83853	219137	146060	221050	441371	265458	233287	27573	198518	165816	28888	193470	118438
1169	1.381	349.04437	28452	44874	41972	16475	13507	22576	12406	28141	33607	31344	20617	24511	12466	9885	35993	18824	9495	12305	32227	17605	15965	45546	14004	24769	1262	0	1296	1295	9081	7522	6746	7589	8546	7128	6330	0	2709	1656	3265	7352	4955	6110	3532	0	914	1251	0	5262
1170	1.96	349.05881	14131	8833	15927	13802	13197	15368	17908	11436	16256	11837	14594	11877	13104	15992	15113	18796	15777	14356	15079	16877	16557	11053	9512	13862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	1.361	349.06131	6020	7692	9242	4870	5316	5631	7517	6228	13043	10869	5439	9030	9802	6642	7045	5430	3303	5877	9790	6141	10259	8274	6855	6908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0
1172	3.638	349.09161	1101854	1479223	10557	1313743	1221378	1306533	19447	1099116	803321	1115725	974632	1363597	1176891	1955481	1151943	1759457	872334	1109577	8222	963555	658784	1527761	11597	841997	741382	1078997	1172320	1081677	1599728	1492920	1485756	1683428	1194180	1132188	1127126	1087753	1810544	1881602	1551481	10319	1306285	830834	1294696	1012422	1183965	1138998	1131553	1195507
1173	3.604	349.09186	1101854	1479223	1253092	1313743	1272062	1306533	2078978	1099116	840805	1115725	974632	1363597	1176891	1955481	1151943	1866017	872334	1109577	1288689	963555	658784	1527761	1663016	841997	703808	1078997	1172320	1081677	1599728	5882	1485756	1683428	1194180	1132188	1127126	1014343	1810544	1881602	1551481	1600760	14741	830834	1294696	1012422	1183965	1138998	1131553	1195507
1174	5.656	349.09192	2695720	2598795	2522513	2514010	2927376	3252239	2390120	2197030	2458734	2190739	3159567	2104164	2725896	2274206	2534478	2807041	2039714	2596416	2375933	1954160	2474333	2320239	1818486	1963541	25411	43166	38845	44490	131879	84273	114990	130926	48394	151195	57495	42526	166158	172113	141065	128904	65996	49606	63047	38920	67271	56722	63457	44928
1175	1.896	349.11316	7076	7892	6314	5773	8459	5057	5279	3691	5257	6382	4802	7233	7232	8024	6537	6635	7670	6037	6047	7862	11148	6206	4750	6350	23974	26863	24957	21865	24731	19553	34238	25441	28998	31197	23372	24543	26918	33067	36327	42607	22790	27028	28169	17282	28361	33997	18607	24416
1176	2.107	349.12833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9138	9831	14961	24071	11501	4520	5972	5562	11710	9536	9990	6106	10068	9455	3529	6479	2212	24679	10415	7571	1746	2861	3468	8675
1177	11.759	349.14926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41051	22258	118828	43589	43137	70920	58497	63063	37711	32438	47880	69472	51080	60739	37029	80810	62825	21174	74219	58692	126792	137213	39204	50015
1178	11.787	349.18552	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	919	0	0	0	0	0	0	20027	19367	21087	16722	17148	21356	19276	15796	14024	14172	10449	18790	7239	22653	17397	14918	16000	13793	19488	4962	24170	17118	22381	15677
1179	11.44	349.18558	1280	893	3317	2217	7740	0	286	0	0	0	0	1830	540	2169	1030	0	0	2455	0	1114	250	0	0	0	19452	48228	10645	14039	16843	27035	8306	16917	5726	11493	2423	18029	6887	14588	8952	8624	21095	12900	13502	17856	12698	87155	15185	31469
1180	13.052	349.18561	2241	3240	1989	2845	4639	0	2589	955	0	0	7081	0	2263	1194	177	196	0	288	0	1311	998	0	1765	1608	74003	22787	9967	22129	26409	13988	17660	22560	5746	9903	4379	21541	8422	6358	3953	5118	17654	4223	74975	22178	82947	18948	21499	12167
1181	12.335	349.18573	1789	6740	7250	0	3103	0	3883	1475	2140	0	616	2545	0	0	247	0	953	3988	4222	4475	3183	1460	0	6367	539249	374639	488774	357902	286235	427549	296038	390307	398018	300650	470955	393504	269292	465430	403743	649855	343981	471477	423110	308583	800445	418833	373262	362858
1182	14.747	349.18591	381	788	6119	557	0	129	497	692	3983	0	0	775	0	1347	0	2141	425	280	2872	2850	6257	436	4292	490	11130	11415	11851	22346	14113	11226	21820	14882	13920	13925	11283	9049	14752	19500	21941	16824	10691	27467	12680	25672	19168	28472	16429	18365
1183	14.302	349.20099	0	0	0	0	0	0	0	0	0	147	786	0	905	0	0	0	0	0	0	0	660	0	0	0	105469	11482	32786	16020	22785	55952	18185	12175	12376	50783	53040	21967	31527	11161	13385	26300	40281	15297	13874	20973	24043	161472	5646	8616
1184	13.106	349.20111	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	0	12188	6230	17529	7758	10072	9162	11808	8503	8031	8213	6674	5609	14572	6973	5440	13826	9152	8235	9476	9710	23012	7479	2824	4020
1185	15.844	349.20151	0	0	390	0	103	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75608	46433	53832	42721	46723	56007	58789	38658	54359	47396	73660	25049	55287	35189	43285	70328	54539	93403	53580	42373	92624	32467	16031	54103
1186	16.895	349.20163	0	0	0	0	0	0	222	0	0	0	0	105	0	0	0	0	340	0	0	0	0	0	0	0	197023	82604	176356	86010	116137	132372	101641	74844	78760	106964	114110	71598	123416	38410	48262	112152	117754	76866	133738	79209	224198	266922	28520	46610
1187	15.008	349.22241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86673	119327	172710	97473	97648	143277	66145	53362	81839	91922	30834	35425	85339	126222	94692	73282	192742	74439	99187	193409	48623	10852	41064	146972
1188	17.513	349.23798	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117142	49653	160265	130658	131969	192263	183054	93704	146960	105585	128874	44760	273216	91162	172700	211723	163389	94324	203088	68923	278097	61637	40177	66324
1189	18.702	349.23813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172566	137184	158048	116925	189557	168662	140950	105631	198288	115142	217861	75375	200431	92747	131299	173794	216607	188206	140536	66620	195184	84122	29865	120150
1190	18.247	349.23822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189054	122194	330027	214388	249555	291908	303840	205293	233233	147798	184717	116471	440118	184093	291615	420106	221077	201752	290328	150886	600533	154173	92271	123687
1191	19.051	349.23828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133916	61077	167750	119261	140380	187089	167384	86923	161345	113479	141537	44926	258917	83384	153317	200803	152356	92544	183121	68112	279215	66404	42835	59102
1192	1.894	350.08725	0	0	0	0	0	0	0	932	0	0	0	0	1680	969	0	164	0	0	0	0	0	0	0	0	33884	23514	24742	21841	19219	18948	36159	39051	20663	26924	24854	37283	32411	28263	29476	28963	16330	15891	15920	15082	28653	37718	30001	22675
1193	2.228	351.12851	36012	41246	35638	28912	50774	52148	24631	42446	51204	25630	17709	29191	49085	40814	40218	29954	37764	32434	42517	31928	35561	38941	25089	31908	94960	113556	117975	149220	133994	99073	111670	129868	70376	95447	87937	98909	107327	175514	131131	119282	128386	127380	121964	72403	75964	100153	96571	138759
1194	2.422	351.12869	102016	22045	33487	37258	14954	456945	32242	62780	149714	30430	23186	60581	48363	183962	28037	48798	49710	52119	72704	54172	92265	27676	38639	58104	21031	19042	21845	24830	21849	16424	19056	18980	11761	15254	16534	18725	19252	29444	24039	21357	25242	20545	22074	13375	16761	15954	21706	21965
1195	2.583	351.16504	4696	1325	2502	5458	3029	1989	1398	1219	2029	1180	6281	4980	1115	896	3180	4045	2996	6978	5734	2774	7199	3137	3356	1711	15722	21085	11316	14824	11524	10143	16191	8845	10688	9632	10512	23239	6694	11199	5831	8739	13930	7740	16450	17816	12873	17943	10239	16637
1196	12.794	351.16504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10794	6616	13315	9544	13521	16772	10756	14746	7637	9659	5595	10437	10159	21304	12927	31164	13152	5848	19494	11012	24345	10718	13965	8488
1197	14.362	351.18042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34741	19347	30530	20016	40108	26562	33525	20967	32132	28270	42443	10107	50903	18142	28375	34496	36900	31525	20032	11500	59613	27490	5910	14308
1198	13.299	351.21664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	980822	684088	997749	674746	708969	697941	654849	517567	442007	590461	342458	456377	463717	200598	239775	794327	619107	485102	884158	833096	1777080	473684	230486	286167
1199	15.649	351.21701	0	0	0	0	0	0	0	443	394	0	258	0	0	0	0	231	106	0	0	0	0	0	0	0	1443019	884727	685293	841383	1390981	690787	704143	788468	779570	1067276	618133	394952	869327	380291	501398	947897	686436	557372	516582	640159	1822964	763061	244293	373167
1200	17.553	351.21722	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432590	278388	178433	285618	434585	185957	232510	271786	236247	394324	174668	134268	260755	104085	142742	278381	225603	154680	164944	212756	570931	225533	76065	121836
1201	3.646	352.06619	3530	3982	4103	4904	1739	1657	8449	0	2400	2512	3542	3344	3588	6415	4688	5810	1936	1218	3869	442	0	6179	5530	1657	5988	7376	11562	9164	14136	11297	9334	14007	8593	6035	8915	5012	14175	14866	8332	12316	11698	6265	7315	8785	5536	7704	9989	12105
1202	1.84	353.07169	1556	4310	5512	992	7173	2820	3527	9664	6986	12804	3537	3662	2616	10363	8710	5907	13555	2356	3876	520	1208	6275	2678	6197	12218	9646	7964	6830	8590	12096	10574	9170	7590	6415	7749	9612	6298	7254	11137	9402	8010	9188	15614	6049	8603	15479	7895	8377
1203	3.325	353.08646	9546624	12461926	2135718	10462217	2882936	12951084	10192997	7718273	3139567	6988514	16522396	11688243	5503786	2449990	3818816	7368776	84055	11726195	16764411	5667324	5651982	8628987	6415444	3835984	21477	8081	3228	4562	1324	7852	6490	8231	17275	16370	16300	15893	8447	202	32104	6694	8890	15490	11252	5910	18459	9751	385	4745
1204	2.355	353.08649	1931947	4065748	1152559	2117446	32028	3817224	28815	2569402	1788657	3143599	3475490	2079166	2250030	1609278	1313862	3019206	2245610	4515506	60232	2317932	1844149	2401660	2738015	29900	481034	103865	10767	25142	73462	158394	519067	168247	392589	784898	346145	506352	408208	4392	906994	133742	615699	357841	244174	78213	610332	450952	4643	105010
1205	14.6	353.08649	49057	38259	47072	58814	59511	25398	18282	12159	11509	13276	40197	23128	12484	17735	17976	7250	34870	12070	87774	47656	25500	5494	32688	44652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1206	2.428	353.08655	1508417	3375128	891238	1629581	3474578	3128165	4057450	2142912	1481933	2730434	2871086	1756751	1979262	1484878	1000130	3019206	1959795	4515506	5281124	1873486	1542248	1954688	2273234	3373356	583795	133566	15585	34690	111629	232563	753602	201204	540974	1040338	465236	704399	573888	6725	9950	178620	780618	470760	295881	113809	732557	552876	7008	159006
1207	5.622	353.08655	77982	106519	17573	83701	18057	109546	62351	55366	17585	52460	120470	90573	39299	15662	26149	63323	92438	94986	159839	41613	35197	62334	43739	28491	11474	10725	10934	12934	10952	12957	9454	8863	8412	12376	8737	13667	11290	9435	13503	11724	9694	8998	12515	9742	10358	9716	10838	15469
1208	5.004	353.08661	1063953	1547170	212724	1059979	288217	1392444	887198	767635	259746	724699	1531776	1273280	545879	227965	387866	851622	1116715	1199787	1823002	601234	560540	799128	604871	371972	3717	0	0	291	0	159	0	1046	3293	1312	274	2665	0	0	6445	0	1762	2480	364	0	1161	1617	289	0
1209	1.554	353.08673	76404	140357	60417	81014	93790	100486	84764	78803	53495	97749	107727	93992	75599	48655	53895	98540	61094	130511	163776	64872	74868	123791	77158	80209	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2523
1210	3.365	353.09665	93390	113292	19102	68925	20540	119876	94360	83607	25632	98371	68232	94355	19214	23747	19790	77013	80966	76211	202659	39184	39998	64612	64156	12640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0
1211	1.441	353.10788	25488	22333	37922	28012	26214	24126	19597	34095	33521	31323	21349	32108	26742	23443	31911	31157	90146	28562	23329	27682	20579	44131	25760	30790	303925	309452	280306	146920	383887	531464	255554	688958	619472	450665	650846	230083	646758	645562	976005	322152	636270	303849	108890	271013	317271	148547	285397	825240
1212	1.51	353.10797	16595	20324	37922	28012	21183	19777	19597	26006	30881	24973	21349	32108	17179	19651	18424	23945	90146	28562	24849	27682	15479	32278	22622	30790	637513	435178	389522	146920	676862	881186	442689	1152903	1021321	827084	1172194	332519	1180748	1215408	1637680	542734	1058229	535458	161858	271013	482805	200948	285397	1102144
1213	3.343	353.11313	37132	42024	1480	43088	9438	58371	48709	19621	7188	40755	56237	38079	11873	11441	12763	65024	32716	60269	80408	20339	10382	23278	20360	2726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1214	2.32	353.14417	3130	4686	1758	984	559	1181	3061	2715	1790	762	715	4541	1989	0	0	0	243	3587	3112	1438	2167	0	2368	641	71435	46165	70377	67818	55164	44897	39846	41258	48676	52671	42592	56109	37642	48367	33409	49647	41052	38935	65514	35171	57754	66423	48990	41283
1215	2.002	353.14429	7655	954	6265	4214	3427	6312	1711	3979	8098	496	1348	1083	6731	3139	5277	1813	2271	3523	3816	6149	4729	1481	3153	3545	16402	15600	20319	17286	26847	23629	24265	22370	19972	20291	17022	20872	19863	33154	27403	20819	23957	27589	35990	14444	15214	20638	22147	18221
1216	16.787	353.20947	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22645	33016	34649	42345	30956	38654	17924	31063	20446	30299	15586	20262	37501	53942	29075	35464	16167	24856	43796	58688	28917	8927	23930	38533
1217	19.926	353.23053	0	0	0	0	0	0	0	0	0	0	0	5953	0	0	0	0	0	0	0	0	0	0	0	0	8202	7494	7369	9027	6949	9125	7247	9658	7567	6460	5149	10439	6240	9661	8424	6870	13826	8782	9588	8473	4977	12222	10794	12860
1218	2.195	353.58832	308341	438234	360184	405662	130481	442182	339945	317861	237813	408967	344289	401166	366163	193893	294971	388034	290496	360100	590995	261909	371446	535523	302034	264319	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1219	16.459	354.07346	194390	215736	186912	249124	336533	265371	283391	209117	235296	161753	249461	246158	226410	181179	212840	298922	171285	279552	244662	194470	298858	229608	215196	190640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1220	1.96	355.06595	127424	135212	64650	63541	58655	77746	65569	80208	81809	133125	102820	74877	66782	62165	73098	33110	74042	65493	77755	71935	79156	86059	78961	70822	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	374
1221	1.507	355.08701	11811	18868	21295	16332	14919	13225	10599	18118	21714	25953	16343	21575	18016	17334	15888	23970	33402	25155	24507	15189	12161	25883	10646	15799	12508	6648	13274	9717	14251	19366	23748	22515	13286	10108	23626	4354	24262	36182	33311	30468	26381	24639	16113	2374	7598	16691	23169	16862
1222	2.013	355.10208	37393	34997	17133	25746	44420	47195	20181	42193	26361	41878	43482	31242	24638	37915	15519	104985	13145	58410	50773	42300	28691	36292	43536	25632	16196	15613	8777	5036	3482	11864	10573	10034	14477	20453	13813	18402	12788	5632	21302	7761	9157	16046	11220	6291	10995	13162	9339	21355
1223	2.267	355.10217	48154	27943	39019	44736	44696	73189	44545	56185	32519	43176	24160	57987	39059	34988	55555	50733	34711	54548	39665	49782	41634	43532	40798	34566	159548	141666	113652	92490	93013	140394	63862	89630	122955	184116	82791	101607	172636	54592	105242	165883	102717	223710	94693	140363	91800	130966	58272	66500
1224	2.332	355.10226	42319	23595	36496	44736	36917	63019	40337	49578	30292	43176	19696	51706	37537	30803	51350	44978	34711	49914	33608	42174	36865	37805	34784	30831	270133	161814	132583	138585	136518	140394	93408	106419	176491	184116	126095	147185	241946	77658	147612	230476	130153	223710	150604	140363	113745	130966	65837	92141
1225	11.646	355.10233	27348	41153	49881	325093	56512	67116	18295	85638	60367	104126	19286	40776	108383	39790	43180	79790	43485	56056	107850	35309	91561	24412	34427	52694	397	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	218	281	0	0	0
1226	5.902	355.10239	8198	7690	4585	11893	4158	38404	20003	7873	6129	12465	13957	11511	8291	4656	9149	9410	31290	12566	12868	5560	4301	10577	6394	6049	125950	127847	130745	77458	88528	129683	52567	116238	99078	77997	141269	149962	103253	79628	53905	125488	88140	109916	153720	44774	134483	116789	359306	47221
1227	3.634	355.10242	207777	95947	168361	227863	118501	234245	193702	237997	119395	139509	95201	195438	152224	133779	160185	198842	137684	223193	115550	204977	130998	188294	116280	97776	805989	930214	970251	924507	1009520	1011132	835881	858625	740522	960550	605305	670620	1109532	910510	784825	11261	873830	776577	765880	902372	876434	941993	900389	848463
1228	7.095	355.10245	27814	48711	28527	58384	20314	175001	100713	52142	34560	55150	58317	51771	38120	17701	42489	45662	136095	67971	80067	28955	17976	51154	32384	29036	117656	178360	196965	99426	107346	162902	62423	159939	115980	96185	176624	218098	128739	117594	59250	140445	143444	143845	202377	51669	179971	200603	475766	53745
1229	4.76	355.10248	12784	16827	30612	19061	16634	25998	19960	18428	14703	12904	14913	21500	18723	18410	17714	16275	22059	24528	24101	17348	18335	15118	19099	12881	817243	795156	794979	624629	549909	712155	653309	669399	696431	716551	702388	664176	541633	582318	522423	606700	603820	770332	656305	618791	693182	651378	686504	678819
1230	3.018	355.10278	14326	10136	15619	13412	12988	17650	7225	16735	19362	10713	9830	21135	13897	11704	12296	17687	9756	21128	17258	13326	15258	14768	15651	13097	209193	293232	274844	245895	102370	287618	208079	163513	162937	143695	105920	158091	104267	113511	107506	156312	189680	243102	170004	187846	216432	203505	197111	375431
1231	12.466	355.11758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	794	0	0	0	0	11952	17492	10845	11550	9199	19577	21305	15515	11854	8106	15872	16973	8202	9498	7513	16951	12249	7598	21228	15780	17265	20645	22859	16820
1232	1.464	355.12341	28113	19626	27147	29132	23800	19310	22982	25262	24430	19694	25156	33909	19595	28756	18553	27976	36103	34646	28393	32435	25519	22214	26827	24547	14573	18559	20582	11064	22084	14962	21553	20182	20256	16357	24440	14223	26284	21936	41036	37558	23380	22828	7082	15592	20360	15446	47402	23981
1233	1.507	355.1239	28113	21770	27147	29132	23800	19310	22982	25262	24430	19694	25156	33909	15128	28756	18553	27976	36103	34646	28393	32435	25519	22214	20756	24547	14573	18559	20582	14205	22084	16888	21553	27326	20256	16357	24440	10690	26284	25191	41036	37558	23380	22828	18296	15592	20360	15446	47402	23981
1234	11.756	355.13867	4573	10399	9500	6191	6072	5246	8018	4148	7854	4302	3878	6717	9264	6600	20146	17874	46880	6124	8291	2825	2347	8219	1210	10192	12442	230790	23746	65990	25768	71570	38940	101656	10431	98912	7215	17375	25799	11365	10344	3732	37252	6182	75531	176455	213653	48412	1401	42836
