Alignment ID	RT	m.z	2022_12_30_pos_BK_Sfery_23_08_22_B_1_230102194605	2022_12_30_pos_BK_Sfery_23_08_22_B_10_230103011005	2022_12_30_pos_BK_Sfery_23_08_22_B_11_230103014609	2022_12_30_pos_BK_Sfery_23_08_22_B_12_230103022200	2022_12_30_pos_BK_Sfery_23_08_22_B_13_230103025801	2022_12_30_pos_BK_Sfery_23_08_22_B_14_230103033403	2022_12_30_pos_BK_Sfery_23_08_22_B_15_230103040949	2022_12_30_pos_BK_Sfery_23_08_22_B_16_230103044539	2022_12_30_pos_BK_Sfery_23_08_22_B_17_230103104719	2022_12_30_pos_BK_Sfery_23_08_22_B_18_230103112325	2022_12_30_pos_BK_Sfery_23_08_22_B_19_230103115923	2022_12_30_pos_BK_Sfery_23_08_22_B_2_230102202209	2022_12_30_pos_BK_Sfery_23_08_22_B_20_230103123513	2022_12_30_pos_BK_Sfery_23_08_22_B_21_230103131115	2022_12_30_pos_BK_Sfery_23_08_22_B_22_230103134708	2022_12_30_pos_BK_Sfery_23_08_22_B_23_230103142309	2022_12_30_pos_BK_Sfery_23_08_22_B_24_230103145912	2022_12_30_pos_BK_Sfery_23_08_22_B_3_230102205812	2022_12_30_pos_BK_Sfery_23_08_22_B_4_230102213401	2022_12_30_pos_BK_Sfery_23_08_22_B_5_230102221005	2022_12_30_pos_BK_Sfery_23_08_22_B_6_230102224606	2022_12_30_pos_BK_Sfery_23_08_22_B_7_230102232155	2022_12_30_pos_BK_Sfery_23_08_22_B_8_230102235759	2022_12_30_pos_BK_Sfery_23_08_22_B_9_230103003402	2022_12_30_pos_BK_Sfery_23_08_22_S_1_230102052256	2022_12_30_pos_BK_Sfery_23_08_22_S_10_230102104704	2022_12_30_pos_BK_Sfery_23_08_22_S_11_230102112253	2022_12_30_pos_BK_Sfery_23_08_22_S_12_230102115852	2022_12_30_pos_BK_Sfery_23_08_22_S_13_230102123442	2022_12_30_pos_BK_Sfery_23_08_22_S_14_230102131027	2022_12_30_pos_BK_Sfery_23_08_22_S_15_230102134615	2022_12_30_pos_BK_Sfery_23_08_22_S_16_230102142204	2022_12_30_pos_BK_Sfery_23_08_22_S_17_230102145755	2022_12_30_pos_BK_Sfery_23_08_22_S_18_230102153356	2022_12_30_pos_BK_Sfery_23_08_22_S_19_230102160945	2022_12_30_pos_BK_Sfery_23_08_22_S_2_230102055859	2022_12_30_pos_BK_Sfery_23_08_22_S_20_230102164549	2022_12_30_pos_BK_Sfery_23_08_22_S_21_230102172152	2022_12_30_pos_BK_Sfery_23_08_22_S_22_230102175755	2022_12_30_pos_BK_Sfery_23_08_22_S_23_230102183359	2022_12_30_pos_BK_Sfery_23_08_22_S_24_230102191002	2022_12_30_pos_BK_Sfery_23_08_22_S_3_230102063503	2022_12_30_pos_BK_Sfery_23_08_22_S_4_230102071102	2022_12_30_pos_BK_Sfery_23_08_22_S_5_230102074705	2022_12_30_pos_BK_Sfery_23_08_22_S_6_230102082309	2022_12_30_pos_BK_Sfery_23_08_22_S_7_230102085912	2022_12_30_pos_BK_Sfery_23_08_22_S_8_230102093513	2022_12_30_pos_BK_Sfery_23_08_22_S_9_230102101113
795	1.53	362.09656	1083406	1211274	1119356	1309411	1302626	2069056	1331960	2377880	1426351	1483372	1661304	1022124	1452052	1054371	2144348	1645988	1114849	947353	1230755	1292073	852211	1430020	1110503	888991	35142	16827	31801	3538	146359	101542	108979	153446	221871	99990	195236	11842	441899	273118	327301	363840	184292	106850	35730	15505	12842	30228	6503	87703
796	3.288	362.1799	7123	4880	6320	4521	8139	2337	4676	7100	6648	3645	3860	10713	6681	6792	5121	6626	5822	5916	7726	8327	8316	4863	5809	4461	3107695	4462513	5260356	4732663	4047698	4008987	4061814	3261374	2107302	2895060	2838439	2457766	3541734	4054579	3663638	4370934	5414547	3034710	3870022	2190127	3448786	2044394	5646652	4645026
797	5.104	362.17993	3493	3470	3752	2497	2946	5074	3584	1710	1695	2284	3178	7072	1756	4461	4567	6242	7126	2786	4201	3505	1280	2561	1118	1715	1119618	1064195	680316	785617	675731	975269	970132	1184670	536669	844559	784690	164689	725396	663256	785542	1427883	1144132	822864	1062674	673425	1213305	622728	1115039	1421374
798	11.616	363.17828	18536	58766	142402	20428	232096	172111	251540	51305	10338	49556	56989	75544	27093	58953	116063	56202	84473	77508	44512	35139	58744	23424	34890	63834	415864	290928	417912	571584	325173	423218	271108	320526	536792	270191	153672	334497	270177	174390	147690	340372	682264	463036	862693	320245	437040	741512	301917	202594
799	12.394	363.17841	92895	62764	102302	148654	129517	185443	66082	129635	60694	62613	69220	68651	146530	136437	93792	125694	204658	172362	63127	98394	97110	76682	61188	77907	18776	10079	34228	22218	50845	15021	15875	15876	34531	26923	11146	8543	24804	25743	14833	26366	54838	28328	15011	33697	30646	85703	8774	13698
800	11.764	363.1785	5915	30761	42823	9692	42324	50238	75436	25540	2906	21979	25064	19482	13424	22041	49174	27715	38954	14670	13456	12118	11263	5971	7419	19908	985618	950826	1112644	1216013	867414	1218580	790610	1079328	1255202	890746	757065	1353480	816231	761864	731091	800940	1422814	1308201	1309589	983867	797860	1549676	754477	1196484
801	12.197	363.1788	3775	1582	3816	4138	6599	3586	1010	1545	4903	1346	1768	2340	9615	774	2434	3586	9616	5392	5873	5470	4370	4242	3808	3128	484989	197253	336576	528954	419241	343328	321306	272968	297011	410587	328990	160476	201352	307629	248464	258150	510445	286215	143892	495578	459105	388095	212250	252308
802	22.464	363.30887	2740	2571	2275	2195	12428	2171	2511	1915	2118	2609	2179	2786	2171	1892	2794	2404	2014	2853	2769	2376	3031	2716	2628	2232	149915	59194	85124	76810	89884	72139	71817	127753	15043	84092	142429	62883	70575	113294	53444	111020	67857	103835	102663	91476	97660	75192	83472	104763
803	1.76	364.15921	1650	939	2671	2839	2069	4420	2549	7648	5955	3240	387	860	1408	2348	5118	4324	946	4149	2136	458	4603	3736	0	1870	711813	547638	655394	1276686	778102	266127	402622	515993	493911	650942	591030	193349	440331	609925	345663	344264	266503	768711	280897	422832	253511	118210	535820	320296
804	11.927	364.17313	0	0	0	0	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65584	97913	85855	54086	119801	51371	55919	76996	69268	90682	93284	48492	66558	51515	96888	64137	114403	69871	32435	69178	69360	41287	36772	56692
805	11.908	364.18716	0	0	849	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	852	0	679	0	0	0	199742	131051	284311	203868	192778	110012	172896	159107	191833	156277	122663	118544	167287	144115	305086	197046	225183	167294	79905	174085	257358	95338	106821	178556
806	11.934	364.19556	953	0	0	0	0	0	0	0	0	0	0	0	385	583	0	278	578	0	0	0	452	0	1933	0	15419284	11451312	18809738	10279354	15155193	13032801	11723215	16533807	15199805	14136516	13857904	7430027	11142801	10937543	15832703	13731765	17347910	12581300	7605742	10866296	12203484	8218624	7876388	11134482
807	11.926	364.21664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60826	107287	126684	69643	65447	63095	76500	97583	109008	96938	80992	32828	62307	55868	105333	58211	125944	53082	50963	70800	50939	41604	47790	52803
808	1.445	365.08264	15287	16181	7489	9308	35045	6616	14512	5370	14696	4578	4584	17665	36356	16373	23198	17648	33801	20894	20866	16660	11585	7565	16393	10862	102535	128466	160475	147550	101380	98765	101135	56084	85532	93266	57423	119449	41883	54643	42188	76590	72150	80960	94072	107120	86107	96348	163900	121994
809	1.436	365.10437	197533	221002	141571	204067	163292	227267	350103	299729	189695	298515	181846	109591	282384	296425	94493	238732	225074	117346	217096	257938	275209	195888	319438	253814	551359	713260	447474	342033	838463	879503	645559	644232	797615	892430	1200172	486457	1267388	1522932	688445	1024766	772032	750006	587269	386634	651582	384936	256058	851578
810	16.352	365.13654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	169191	124296	173644	145059	85632	78505	54319	84422	71696	94770	53174	73028	169367	157637	157861	151459	100898	94808	99227	123561	170135	32865	115592	77777
811	19.232	365.23129	23561	746	164	456	632	513	146	81	306	148	287	6982	0	119	0	0	0	4263	2432	3390	1213	1609	968	1254	732480	1045749	1327659	1006096	1872266	1619002	1383445	1085642	1421720	1127141	760242	642628	1581870	1413172	1177574	1329929	2015152	1363995	925422	1043115	1208339	426524	723727	1713084
812	11.141	366.21082	4059	0	290	946	1544	395	0	1364	2250	405	932	149	1083	2098	780	1010	805	1701	0	1249	1072	1654	1539	0	652015	390722	265555	92270	145251	201039	146682	201414	421593	558556	357380	120390	139073	196898	323584	183896	230798	494087	108485	113419	216687	159081	132165	89091
813	1.282	367.01736	72753	91132	112847	75102	55644	55456	63820	57871	81136	87801	50976	78760	82907	71600	69021	78236	58418	67003	69358	64183	75911	80695	61991	70129	87596	61442	53984	61135	48102	57496	56420	52417	77261	50391	37536	80401	34644	34389	20620	36298	51510	88463	87149	77675	39782	66346	63038	50057
814	1.958	368.09613	46520	86863	78676	42715	244732	70870	34232	68970	84114	39895	99476	76354	79052	69614	100552	120270	110864	58072	78574	60107	72589	27634	65176	50147	606	0	0	0	1559	0	592	699	0	0	0	0	840	0	0	0	0	597	0	0	0	0	0	0
815	3.909	369.11658	874	838	828	0	0	2862	4098	191	724	0	1394	940	526	0	0	1067	2573	2393	4459	385	0	0	452	392	804948	54931	17211	20633	5806	192591	271192	135598	275126	914026	282704	888275	48593	0	509027	33393	364260	430977	202784	79206	492903	644622	392	71493
816	1.888	369.13745	68198	29195	24977	86364	5235	128979	6695	105988	58372	31076	89197	53790	32439	205722	49122	69870	71680	99210	130505	92246	77785	82117	66350	47516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	5.944	369.18909	635068	529286	453929	559382	527782	229879	187276	543172	326480	281112	275384	609682	480538	388462	355906	399170	497156	500446	366222	720718	479477	343094	504142	470253	36039	24659	22252	20038	15978	13882	26856	19283	11350	28257	17450	82326	13766	109826	18738	37220	26477	30612	35050	27536	15543	540765	11159	14428
818	11.332	369.18921	183999	487167	116969	42508	118529	38568	45532	90589	147972	94602	54787	124201	387760	55645	83689	96961	429453	117169	91458	156364	101056	63721	197037	96262	0	0	1243	281	0	0	0	244	0	0	553	1358	0	2200	722	0	0	277	1059	0	0	2281	352	0
819	9.868	369.18945	883955	1977860	725432	619075	827981	528695	638017	657998	754557	703329	650821	801872	2081924	745513	1068045	1042912	2031379	1004354	924071	963999	703777	753256	1735679	675365	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	94	0	0	0	142	0	0
820	11.993	371.19495	91974	52244	49197	52215	80247	18594	37137	63284	80035	95656	46628	66253	55742	101568	71131	39814	72512	84563	58879	159855	63336	50310	55884	93483	11561	16102	12742	23108	6805	9358	13924	18905	16903	13284	13138	29358	2461	42760	19287	42487	13632	20896	15271	24965	18788	110908	14797	12677
821	10.175	371.20514	1594003	1182746	3024856	3732036	5545002	3624901	4142172	4303034	3483134	5128946	4497480	5054415	920364	5594030	3390532	5878071	585204	3318996	4776061	2630804	6340174	5445070	3146569	3635792	30811	33117	31201	36046	45606	19173	36816	21225	28540	22403	27459	55481	24444	43492	27094	46598	32090	22663	78141	24751	28567	30254	39709	22274
822	12	371.20532	7118011	7234788	6349694	5333004	7646780	3524906	4001962	5875116	4784514	5705604	4316280	6688428	6168104	5955929	5722805	5384482	6641421	5471240	5004240	7543467	6208118	4017138	3681144	5540312	1259213	1681301	1510412	1634398	908313	1209421	1220233	1478625	1787132	1347818	1078627	2978168	379886	3004256	1662810	3348819	1536916	1962425	1573042	2095028	1817727	8687889	1744000	1253536
823	7.224	373.11169	310461	342722	105942	211636	560054	64664	81158	135909	48794	274091	279166	566379	105588	156646	171616	75343	15563	375741	343296	711083	572267	215028	620428	652729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0
824	12.333	373.21179	23019	8229	102411	31914	86830	53422	57699	75574	118081	100244	48498	41196	5453	89778	46048	69273	7952	58476	97674	50395	57710	63684	62830	76224	82044	85872	134946	95652	81499	48137	107306	63651	77158	75863	61027	106093	36107	31113	50682	84424	125341	45483	78525	124560	63184	9769	70132	69201
825	12.332	373.22083	1729240	789660	7755490	4569470	7529538	3776817	5337464	6175322	6212380	7863487	6650636	7063230	660080	8251694	4526112	4765557	319343	5271786	5657084	4360444	6401804	5972527	4501419	5516554	6395760	7849483	9195441	8367728	7510032	5821857	7603792	7629813	6037150	5821990	6045443	7152588	2721548	3971316	5880056	7395518	6120818	5319900	8990976	9327800	6377159	1045964	6335226	5648254
826	12.357	373.23215	15403	13953	142146	58202	85851	77458	65977	68505	110524	119987	132386	80165	7516	86148	62708	103114	2005	66487	89148	52384	71612	85295	57943	116638	95187	135049	124241	111622	115438	59515	141713	132964	108607	123634	95704	152509	39361	71540	78624	152467	118803	66892	121041	128972	100761	15070	78793	97767
827	4.782	374.14334	7989	6452	14276	10997	6740	9924	7353	11552	7006	4395	5627	10064	7238	8182	12538	6537	10740	12107	8696	10092	10362	8130	7011	5111	1416359	1448650	1358737	1105637	816819	1004507	837196	1003337	1042832	1124011	931832	876223	737882	777677	697506	861163	995347	917372	997210	1032130	1080647	868619	891402	1011526
828	12.971	375.19949	0	491	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89906	241260	132096	213040	147601	208035	116580	257815	194394	104219	279855	181057	132393	263208	265192	169325	147335	268209	218973	105181	195341	271638	138989	94535
829	1.774	376.15891	190603	203579	87331	46583	127395	45588	300397	220600	157920	193998	60640	167696	101861	154618	230332	160954	298236	82109	53638	155456	77658	128477	41550	167418	3029	8177	7189	4961	5575	3753	6002	11769	4684	5591	6879	2226	4916	6563	4544	7676	4808	3277	2409	3121	6808	1232	10353	3618
830	12.366	377.15704	103266	81405	117265	119154	100244	90692	73642	138203	85646	98906	81691	64172	124790	80864	97542	70323	133017	116518	67324	127851	98156	65781	60945	79154	122	0	0	0	0	131	0	0	244	0	0	0	0	0	0	0	0	306	0	488	233	0	280	0
831	21.902	377.26794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	792754	433441	497250	615665	601292	347394	516159	422161	407078	567806	531040	589823	455631	455176	410344	438565	288004	775859	729158	597086	678931	406273	639417	564302
832	12.881	379.17328	66207	56094	97395	116674	175201	115932	115750	109392	187040	122773	76153	69742	169804	47283	114992	71087	81224	104994	84241	104215	65153	39197	63086	122920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	20.417	379.24655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	29	0	0	352638	340501	308119	311350	197970	336547	218437	217596	144931	281781	128275	163749	144934	342974	168069	331216	434217	304336	579290	269731	354182	468818	387570	204054
834	22.466	380.33572	2714	2827	2667	2626	13722	2606	2541	2398	2143	2566	2463	3270	2714	2066	3479	2304	2022	3770	2804	2677	2645	2599	3186	2555	130041	54797	82092	79420	88230	77009	74243	130446	14299	92323	146400	54265	76521	121806	55269	114832	73072	93104	94917	83374	90418	71103	73174	99352
835	1.44	381.05453	16782	11702	31904	43279	35535	42722	26199	53365	31961	24997	18595	16184	28531	56962	37303	49051	57394	54635	38524	55826	12915	8718	44463	31393	76699	93067	82492	86214	78313	88127	62992	57949	88359	58290	99956	72432	62956	38454	60380	60806	73696	64227	90142	93817	120604	56834	76721	73318
836	1.45	381.06787	111064	48795	108656	103429	170863	124206	77057	118376	113931	101562	105408	48487	187552	174785	150868	100652	173091	145862	115794	153613	119805	118865	85695	152269	259364	189170	247613	354724	233011	203492	289711	105911	249749	138904	185356	159601	53421	181233	168089	202086	175570	173809	266896	137045	271384	180323	243763	225380
837	1.446	381.07834	7928843	5816866	7681514	10041567	13142368	9309231	9749593	11743526	7826214	8245768	9125127	8474929	10984413	11885606	10445904	11319953	14259646	12255147	8374922	11583783	7359314	8235680	9250428	8873010	18493066	18619098	19321374	19699584	16509979	17460168	16768574	11823349	16623261	16681439	16500511	17652784	12664359	12690727	12620675	13175625	15791287	17574480	13555624	18161192	15880473	16170967	22683896	16633061
838	1.416	381.08563	48833	55459	85352	41627	89046	199863	79362	131229	53214	61827	54873	79736	206153	104112	87911	31689	74924	172330	114197	132516	103709	84448	95416	113037	251299	189342	222843	259068	340157	210729	216360	179556	250506	150642	246982	219487	231196	230108	200763	329873	116815	247958	190585	110681	191182	204798	390597	180567
839	1.449	381.08994	89174	55459	85510	111929	89046	183705	75681	146145	59303	92634	97742	62889	206153	151266	139125	82813	159030	172330	101053	182356	85060	113613	95416	110176	277559	190082	243905	279071	397857	205096	217138	194894	250506	218547	175961	297682	250359	210087	200763	301703	129784	240251	190872	200964	262877	258330	519010	152802
840	1.439	381.09955	34377	34114	43116	50277	59081	35040	48460	81366	32712	67624	55724	41506	83511	60659	101879	58230	114169	55115	43273	74614	36043	34260	33909	33640	93803	100016	89580	78023	82726	86922	69132	60683	101430	104741	103605	89029	46635	76636	46666	77605	71406	109820	63907	95759	84085	66961	145984	84772
841	1.824	383.14392	373065	530116	394213	460967	527073	562455	380012	445091	531598	546261	465937	615718	623378	434831	275179	368654	265757	494153	542916	573877	651030	442198	592576	363573	12420	13118	15147	14215	9492	10373	9200	15745	9184	10427	7437	13961	9226	7827	10062	9991	7385	21852	15155	19715	8615	17253	11279	13421
842	16.342	383.14676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91121	110892	149820	108257	74588	82253	50322	70044	61500	78392	44513	46713	153723	117594	132808	131190	84096	66493	67379	108871	146384	27031	92480	60395
843	2.171	383.15363	359304	96360	115326	264967	8773	321715	11103	452213	244545	113505	274902	267046	87969	366228	111530	319146	160874	293293	406437	607855	320240	319780	246470	94172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0
844	1.49	385.08813	1230	0	0	4844	7403	6103	6443	9281	14104	0	0	0	5147	5764	4642	15533	12270	1281	7021	10389	10771	0	0	6619	577646	269305	574480	1713724	256322	132552	130275	99611	219846	169389	118391	215635	81483	98829	50111	55050	65900	395480	170534	381576	101224	115242	952936	230907
845	11.919	385.1626	24820	16160	36880	26071	21873	22554	16616	31094	20818	24669	21086	24527	18894	22077	24938	22796	30589	25806	14712	25966	22008	19633	18367	20600	268654	191140	256539	218398	162509	219179	158848	164282	183804	188344	110633	196056	110679	165113	145644	139117	154843	155767	287740	273208	188386	217682	287323	172640
846	3.749	387.12701	518320	263315	509771	254746	234030	418829	328450	361743	539003	489751	93450	407439	290040	206297	286892	238842	486208	258554	274534	433627	181242	319263	305704	183975	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	14.264	387.1413	97556	44243	58543	130962	55135	69317	91646	89632	63297	74648	160603	66699	54594	82358	74344	95559	103604	169754	52983	80442	85061	67493	53397	68139	0	0	0	221	0	83	0	0	0	0	0	0	0	207	0	0	516	0	0	0	0	0	0	0
848	10.766	387.19943	188319	282561	205442	158770	326630	101839	89759	202257	134728	153430	143440	224639	226772	243345	153195	131562	197809	227191	168276	317375	270692	149285	122887	156820	77911	82144	82583	106569	49260	48690	85299	59151	56439	52131	54807	178631	30797	50071	52572	69083	56152	88781	110067	128057	83660	304913	110492	66055
849	5.93	387.20026	8030330	6471278	5926408	6847676	6721206	3959886	3371164	6534182	4394007	4211336	4366629	7132840	6233176	5419041	5119074	5570666	6079902	6168446	4946456	7977482	6237994	4800378	6726002	5816922	1084337	704377	757336	592635	523843	433695	801978	581270	432517	949322	636322	1827171	437933	2189646	627476	1133897	819071	794574	1038792	898550	480839	6015724	293152	323368
850	5.879	387.2005	7888453	6045108	5926408	6847676	6721206	3959886	3347106	6534182	4394007	4184156	4340841	7132840	6191918	5419041	5119074	5527566	6079902	6168446	4826294	7977482	6191930	4675178	6726002	5816922	1091495	774760	774959	641760	525174	443291	820830	638875	432517	949322	636322	1827171	437933	2189646	647787	1150520	819071	892992	1097621	898550	501141	6015724	347757	399018
851	12.177	388.19534	0	472	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	0	0	1355	0	1104437	771577	949482	1075294	287103	347997	336604	207484	493102	139187	243740	228526	74287	67257	175962	24221	212847	219220	764842	1036940	341653	823300	1980758	1210868
852	3.898	389.14252	45542	113704	46392	40785	35556	37532	43428	56680	73764	123180	97155	70057	107024	83339	62786	88797	72172	52170	49899	86624	130725	31874	60138	73417	3212	1661	0	1628	6681	1193	1793	219	806	855	0	0	1366	0	0	3823	439	2790	930	0	852	0	914	1789
853	13.565	389.15808	537346	379820	448975	513705	416735	661644	769201	588116	412330	416371	531166	417863	426149	560048	604660	611080	546424	613407	338102	450940	411568	369484	258868	486218	623	0	4030	143	0	0	0	0	0	0	0	0	0	0	151	0	0	465	858	1167	1592	186	5627	880
854	12.645	389.17923	158013	52435	46888	130083	74093	131983	135756	266157	450819	135772	150594	94430	246715	223474	292572	84671	278573	85414	95071	137294	116060	79310	52658	309706	802	1696	1819	1390	1463	937	0	796	3260	2174	930	0	2001	2084	1365	1653	1691	2284	251	792	2409	230	1404	1406
855	10.398	389.21512	78215	83236	188620	174297	232317	100848	175444	353340	163093	222450	269214	211374	36664	336815	188558	270380	46331	175498	200909	192789	323552	244833	261313	158354	36239	44419	61933	47028	49803	40592	65338	38040	30801	37661	38368	63108	27822	47279	34594	63829	39687	49109	75272	35760	24366	32766	55369	28956
856	6.153	389.21536	914506	365430	3469154	3262760	2801976	1161826	2035204	3028892	2861920	3731650	4006642	4040119	263342	7193454	1624802	2312604	160237	2393263	3168468	3301071	3230553	2379776	1465621	2826706	4081070	6413960	6989218	5749388	3172076	4024975	5784544	5532321	5307516	4271978	4822240	4805696	3499555	4956266	5702200	5454170	4399192	6164107	6779374	7232912	6592730	3680793	8150793	7185484
857	6.118	389.21585	914506	363641	3469154	3262760	2801976	1161826	2035204	3028892	2861920	3731650	4006642	4040119	259088	7193454	1624802	2312604	164680	2393263	3168468	3301071	3230553	2379776	1465621	2826706	4081070	6413960	6989218	5749388	3172076	4024975	5784544	5532321	5307516	4271978	4822240	4805696	3560213	4956266	5785814	5454170	4399192	6181852	6779374	7232912	6627802	3680793	8239292	7185484
858	6.999	389.21585	20280	8970	106635	86782	109856	30323	18002	136290	106766	110804	123090	161055	8434	391606	34356	52102	6048	55872	102091	110764	59217	47434	65980	71846	629506	1172365	1028576	864498	624891	1084026	1053442	1013953	939616	778411	810893	797189	767112	653308	1005890	1529692	785384	1274878	1215823	1157412	1366448	582892	1491791	1664359
859	3.934	389.21588	530874	351786	2940357	2095238	4167378	2085132	1938570	3149480	3117605	3820774	2026050	2585664	322446	3921604	1737360	2728640	137695	1728806	3646662	1602288	2397996	2471384	1986215	2633317	4027020	3192995	2776708	2927217	4536047	3694278	3856764	3429158	2855368	2695137	2420374	2743076	2171608	1252665	1743778	4283971	2258459	2722215	3701962	2206085	2733500	18625	2164610	3268801
860	7.229	390.13806	626440	449806	180842	294153	718054	83664	119992	193367	65166	333769	328815	934855	136224	220288	233105	96939	23029	531848	525370	1011298	802293	315827	821626	886136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0
861	2.595	390.17386	2142	0	0	1299	0	0	281	296	0	680	0	1204	1620	0	0	0	798	398	0	0	2182	807	0	0	80477	61072	120450	224022	158940	143762	174951	182958	362932	166449	214128	89266	327735	155487	113270	76041	152223	226446	60644	51315	96087	92987	133302	42613
862	4.447	390.17477	154228	504112	405011	160997	1778135	880648	868675	169812	415593	204217	440213	537929	914927	352028	881272	561845	2302833	145174	228056	98775	969806	564290	422515	2015880	2092	3235	3162	1527	1740	1028	858	1707	1769	1551	1158	1490	1381	2365	736	1114	2356	1701	2616	189	662	2350	1563	1660
863	11.16	391.13754	1852	3420	4856	4601	3201	5755	5467	4061	5301	4812	4156	3745	3245	5604	4221	5116	5856	5445	3945	4703	4919	4982	6336	3470	511538	698664	324626	311132	1950519	505336	642094	1209574	773517	957913	1255248	1127341	646186	2762716	1353935	2650020	554238	818399	215012	559127	786970	351625	591871	62278
864	5.256	392.18945	89211	113511	94552	33150	71066	62442	78512	84346	110068	117799	42842	156527	66738	55529	74288	56978	88457	50121	122787	55796	87032	73164	41555	81974	1746	548	0	1684	763	2326	1142	1123	2015	2308	1573	771	240	3029	3826	3953	810	120	1366	248	484	2508	2796	1387
