Alignment ID	RT	m.z	2022_12_30_pos_BK_Sfery_23_08_22_B_1_230102194605	2022_12_30_pos_BK_Sfery_23_08_22_B_10_230103011005	2022_12_30_pos_BK_Sfery_23_08_22_B_11_230103014609	2022_12_30_pos_BK_Sfery_23_08_22_B_12_230103022200	2022_12_30_pos_BK_Sfery_23_08_22_B_13_230103025801	2022_12_30_pos_BK_Sfery_23_08_22_B_14_230103033403	2022_12_30_pos_BK_Sfery_23_08_22_B_15_230103040949	2022_12_30_pos_BK_Sfery_23_08_22_B_16_230103044539	2022_12_30_pos_BK_Sfery_23_08_22_B_17_230103104719	2022_12_30_pos_BK_Sfery_23_08_22_B_18_230103112325	2022_12_30_pos_BK_Sfery_23_08_22_B_19_230103115923	2022_12_30_pos_BK_Sfery_23_08_22_B_2_230102202209	2022_12_30_pos_BK_Sfery_23_08_22_B_20_230103123513	2022_12_30_pos_BK_Sfery_23_08_22_B_21_230103131115	2022_12_30_pos_BK_Sfery_23_08_22_B_22_230103134708	2022_12_30_pos_BK_Sfery_23_08_22_B_23_230103142309	2022_12_30_pos_BK_Sfery_23_08_22_B_24_230103145912	2022_12_30_pos_BK_Sfery_23_08_22_B_3_230102205812	2022_12_30_pos_BK_Sfery_23_08_22_B_4_230102213401	2022_12_30_pos_BK_Sfery_23_08_22_B_5_230102221005	2022_12_30_pos_BK_Sfery_23_08_22_B_6_230102224606	2022_12_30_pos_BK_Sfery_23_08_22_B_7_230102232155	2022_12_30_pos_BK_Sfery_23_08_22_B_8_230102235759	2022_12_30_pos_BK_Sfery_23_08_22_B_9_230103003402	2022_12_30_pos_BK_Sfery_23_08_22_S_1_230102052256	2022_12_30_pos_BK_Sfery_23_08_22_S_10_230102104704	2022_12_30_pos_BK_Sfery_23_08_22_S_11_230102112253	2022_12_30_pos_BK_Sfery_23_08_22_S_12_230102115852	2022_12_30_pos_BK_Sfery_23_08_22_S_13_230102123442	2022_12_30_pos_BK_Sfery_23_08_22_S_14_230102131027	2022_12_30_pos_BK_Sfery_23_08_22_S_15_230102134615	2022_12_30_pos_BK_Sfery_23_08_22_S_16_230102142204	2022_12_30_pos_BK_Sfery_23_08_22_S_17_230102145755	2022_12_30_pos_BK_Sfery_23_08_22_S_18_230102153356	2022_12_30_pos_BK_Sfery_23_08_22_S_19_230102160945	2022_12_30_pos_BK_Sfery_23_08_22_S_2_230102055859	2022_12_30_pos_BK_Sfery_23_08_22_S_20_230102164549	2022_12_30_pos_BK_Sfery_23_08_22_S_21_230102172152	2022_12_30_pos_BK_Sfery_23_08_22_S_22_230102175755	2022_12_30_pos_BK_Sfery_23_08_22_S_23_230102183359	2022_12_30_pos_BK_Sfery_23_08_22_S_24_230102191002	2022_12_30_pos_BK_Sfery_23_08_22_S_3_230102063503	2022_12_30_pos_BK_Sfery_23_08_22_S_4_230102071102	2022_12_30_pos_BK_Sfery_23_08_22_S_5_230102074705	2022_12_30_pos_BK_Sfery_23_08_22_S_6_230102082309	2022_12_30_pos_BK_Sfery_23_08_22_S_7_230102085912	2022_12_30_pos_BK_Sfery_23_08_22_S_8_230102093513	2022_12_30_pos_BK_Sfery_23_08_22_S_9_230102101113
714	1.476	335.07285	193111	122502	221594	201360	283131	116783	111764	223544	120826	104214	112442	237058	89311	172025	122846	179901	431946	337671	174149	225426	97885	143972	175829	191305	381657	289627	411840	585432	132328	147051	198643	106397	113497	166545	111661	715286	34250	65454	60660	96223	116906	238955	193943	408425	398991	307068	1048719	269438
715	1.435	335.07663	221974	413776	363404	346759	347248	123268	103398	294931	190302	189315	152470	193209	100420	221294	211396	182714	449332	452171	208770	344870	125804	355772	247607	274202	417640	309097	424185	71200	103370	163117	232728	56172	148888	167046	115818	771263	23519	53702	23818	95287	111561	257049	72024	520117	416583	332892	1095726	57356
716	16.195	335.11099	122738	88737	166161	111118	118529	37553	187457	132158	153196	202277	30045	90462	80745	86006	160375	198472	178481	131161	180005	110777	54756	172076	37366	147820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	17.316	335.22028	518	0	699	703	0	0	746	0	0	0	0	0	0	0	0	0	0	1177	203	659	0	0	0	525	1079125	666098	1179427	663321	798694	736231	770856	428023	537759	725570	583479	423890	959446	352084	471658	1235387	801132	566355	985516	911589	2009908	721804	211750	339510
718	18.493	335.22028	1054	458	87	458	225	415	575	610	339	54	493	739	173	360	149	208	854	631	600	476	121	1156	180	615	532397	374580	554900	345484	560786	340966	514781	520496	450637	455217	620136	388266	575314	330466	676246	932208	544244	898742	394235	372969	878770	443848	99037	466094
719	20.123	335.22101	68	127	0	151	0	231	200	0	0	0	0	203	0	213	0	0	120	313	487	312	0	0	346	73	779849	540313	652710	577674	765028	433112	505630	617726	532435	528808	458020	350318	632143	446677	398830	593871	573472	500312	452426	476372	1063362	673743	245690	364930
720	18.415	335.25668	42537	73835	67392	79433	106809	56484	27415	137528	72896	78232	35732	37619	86137	140958	83324	56244	24913	23640	46231	108455	50914	47776	122219	41725	2501	6342	5094	4864	5371	4896	4672	4703	5127	2953	3990	5667	3941	3277	5696	3644	5193	6598	6315	6184	6778	5347	6055	7014
721	19.613	335.25696	65851	79238	73663	81142	93151	59166	25028	141076	63014	70938	48305	49383	67535	124843	101026	62643	23054	37998	61042	102768	62472	56248	108054	48178	4566	18330	11468	10725	10767	8112	9289	9684	8505	6995	7254	11762	6409	5762	6970	7027	8302	11967	12756	11758	8676	12499	16299	13317
722	12.862	336.28809	62394	92701	309583	104945	237978	28269	68702	214377	15064	43403	49558	330940	150003	146840	87674	123381	37387	115395	159529	133904	83152	121191	159771	101602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0
723	22.497	336.30969	1998	2296	1903	1916	10895	2196	1569	2226	1609	2252	1955	2179	1738	1931	2573	1866	1981	2547	2289	1636	1642	1835	2251	1870	91404	39838	59410	53153	63343	53716	53801	95023	11556	66957	108001	39482	56878	86671	37905	85841	50345	68067	67828	62304	60189	49717	52245	68201
724	1.448	337.08847	129901	105718	170005	281613	138608	80109	61572	72615	75995	45585	53636	125968	54361	117659	54442	66839	136274	157568	102009	268884	96432	91678	97388	120286	1978624	1935741	2592221	2372435	1039471	1182531	1237328	570674	1227850	1376272	990153	2851456	475509	633404	311254	806182	1156181	1576713	1664344	2298189	956767	2020659	3065284	1653900
725	6.973	337.09085	26296	66325	12605	31008	14860	34027	24865	25830	13891	13610	52123	95470	29607	17121	12923	25637	170287	40959	47030	43678	18959	30726	41375	15160	2254410	182906	102308	136564	29898	108252	34003	64956	425492	493925	600372	347666	99894	6003	262142	64034	198740	717811	226861	54603	424995	570314	8229	13608
726	12.38	337.22073	0	1052	1089	0	524	227	1334	949	1842	1128	0	0	0	0	946	1378	0	681	3108	0	0	0	0	0	136170	46925	260231	228860	53571	33527	51458	135539	36056	61284	64457	208422	141509	111397	185221	46540	48669	117535	158956	271085	143603	106996	45148	39145
727	13.745	339.10587	15728	11020	12179	14164	6594	44844	24259	16632	10382	14403	23592	14630	13517	11218	16106	16021	14408	23147	10089	11376	15780	15451	14146	14393	124869	145170	72220	113674	54552	96789	123082	137922	87089	166890	103154	323523	110239	124509	95467	184437	96450	147714	84030	52712	115782	149437	113490	82256
728	3.235	339.10651	14105	53062	832	11858	226014	65612	23198	16786	23358	30614	27829	16862	39928	29330	7102	54092	17239	78771	50669	24818	14852	13675	35380	97941	18503218	7099172	224939	1856650	51638	10334192	12233183	8806328	13580588	23422948	18825330	19596102	3261780	6358	17995126	8498303	8952814	15268445	11732419	5944524	16794824	11016509	6219	7289937
729	15.063	341.13663	1991	546	1772	0	0	1038	415	1274	610	535	1779	1764	0	2189	1130	1259	3250	726	744	886	1792	1279	0	264	218161	79449	168482	70068	70511	98121	101056	108866	67603	106738	76148	56217	45467	69981	113879	50740	80158	77841	78568	107583	139861	111678	67116	106508
730	13.083	343.10107	379688	473613	341190	744368	236951	648456	467106	529344	350415	438676	866965	648610	286924	548888	678028	520458	381219	836601	856098	694133	710608	999267	921430	596031	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
731	3.007	343.10123	124318	245413	170026	465454	95833	876237	493757	313577	266210	312450	302190	415117	101478	85943	562372	335127	1114067	440244	895134	175873	82852	541426	118715	175118	0	0	0	193	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	3.389	343.10135	172599	318039	248572	528971	102345	967097	542458	353803	350996	450789	373228	425064	143684	88762	676297	339966	1205105	493904	887358	222132	94820	555764	124477	269747	7400	11022	27175	40940	30764	13470	17006	12397	11577	4230	4437	5818	10882	5615	8223	5215	10503	11170	11820	35029	10326	2280	39122	45848
733	19.181	343.11658	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	101	0	175	477995	356967	1545587	456030	634211	314088	521012	3152032	361777	519935	277144	1572942	350237	1101498	1673021	679411	1088609	44555	1333644	653090	548121	1215695	954562	236786
734	1.633	343.12158	54832	20682	44483	37422	48270	68926	62748	71793	28106	47463	44194	59488	52592	43150	53443	44557	64478	53653	46000	41751	60000	37187	42214	44781	39650	58094	61831	50909	68416	73344	63116	104557	87903	89793	111043	44967	167307	153450	126337	83748	88709	53017	43175	58912	50117	42120	53391	55857
735	11.39	343.15204	0	638	0	494	0	1825	0	1337	0	0	1362	252	0	307	0	0	2024	0	0	0	0	0	0	1575	288331	230644	239753	228380	270622	221729	186214	155950	161278	206680	173092	135562	145906	113706	112273	113037	113610	189638	226285	134517	203597	129897	261989	275780
736	15.049	343.24652	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	620	0	0	0	0	0	252173	142595	276564	178373	68302	1805	304202	473	192127	1209	12648	9454	171499	100792	846487	3038	91820	65434	458110	6761	0	181232	148552
737	3.75	344.13275	212987	205715	164094	157595	169919	182110	206585	80627	111448	130020	182454	285382	271697	110856	164485	118539	178288	209008	135121	135898	231477	133977	220758	206639	1449866	2020876	1356053	1824198	1466673	1508168	1874999	1605730	1711649	1531757	1617357	1364283	1776059	1812651	1663771	1572468	1837939	1309737	1602504	1482231	1521828	1085084	1622044	2221344
738	3.789	344.1333	214275	207808	164749	160945	172217	174848	208913	80627	113011	121232	185683	287234	274209	112277	168993	120259	178288	198737	136804	134610	237424	136400	220822	209209	1449866	2020876	1356053	1824198	1466673	1508168	1874999	1605730	1711649	1535262	1617357	1434842	1776059	1812651	1663771	1852298	1863896	1323211	1602504	1482231	1521828	1085084	1622044	2221344
739	5.335	344.16946	0	0	0	0	0	0	0	0	0	0	0	757	552	0	770	0	0	0	0	0	0	0	568	0	7300916	5582700	7393258	7896492	10692575	8763358	124491	6477480	10390996	7079727	5750601	9124254	10356316	6295016	4945390	2150632	5909669	6583265	4078710	5353134	7762636	4580478	10203309	3658113
740	1.284	345.05124	71490	100280	85788	69468	67255	65195	64865	76842	62088	61815	59734	87158	84493	58681	66502	63635	60250	52644	58885	60813	71961	53149	66362	104720	52968	33634	44187	40291	25368	38688	48673	38336	42289	31704	31792	54533	22964	24440	11015	16023	35524	36508	58173	12566	44507	41709	53093	35539
741	12.285	345.13141	138015	84722	142681	149115	112368	73308	84993	116003	108278	107877	125272	97736	114920	101284	124966	78376	92846	162375	80178	150347	113422	96644	79181	139549	2412	1794	2144	1458	2030	2195	2176	2637	691	0	1850	1156	136	1148	1420	336	2415	958	1451	2065	1522	2455	3053	0
742	13.523	345.13153	165514	90042	212322	210139	145964	169308	213941	329407	271278	190057	143172	176952	123423	184962	228672	412445	217295	417463	113467	184949	167318	192908	89020	204345	0	0	13921	0	0	426	189	518	1154	0	122	1382	0	0	0	0	0	0	0	1461	6386	780	20125	0
743	12.811	345.16788	34468	41637	61951	40144	91847	86075	68196	42315	41964	27218	54061	44619	41899	58326	80760	49324	63214	59847	29091	51305	44129	40870	28581	58610	249993	142295	290792	268379	243100	269214	179304	199946	236250	196576	207317	172205	180174	206494	198559	222289	171389	237069	325193	280404	283218	243684	201167	173830
744	11.611	345.16812	119577	424634	749142	161700	1143509	904629	1230739	329573	129101	399146	468182	499066	234333	467296	723590	398777	595067	529592	337886	269280	466408	175475	303853	520462	3367835	1700272	2198466	2545009	1772780	2049372	1483654	1762878	2464124	682607	960462	1999732	1374689	1239965	939364	1652732	2810626	2642510	3991274	1692115	2314644	3405398	1742357	1129377
745	11.766	345.16837	37711	200943	254189	48304	290779	294756	448157	131277	36399	168716	158007	105879	110632	146805	309699	189538	249288	90736	85657	62847	82187	33516	58597	134465	5423426	4064256	4554595	4594138	3520455	4785909	3222924	4289217	4780909	3621924	3192926	5769893	3151232	3264420	2897240	3138513	5106966	5438832	5413236	4158338	3519930	6060073	3246944	4918908
746	12.406	345.16852	752265	547095	835898	1077908	996708	1297848	719260	1035897	825038	592618	693457	610424	1084249	1027835	746137	915350	1296563	1293106	550328	811800	884004	707147	519252	775566	21306	25177	22960	56145	97975	53743	91076	68538	33671	57376	58161	20768	40575	48898	78518	46519	37407	13558	30156	92949	67383	373046	49642	56365
747	14.702	345.26282	0	0	0	0	0	0	0	947	0	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	46754	1480358	967896	836130	512845	668284	367684	787588	177229	985125	108494	137870	979247	1358078	715494	1140636	767452	569051	583361	3305972	313872	58130	434916	703982
748	14.27	345.29782	116546	162964	145959	95210	156823	61211	65109	90718	98004	111464	194185	145886	81446	115395	63240	92580	49942	201931	83092	120769	128719	67610	146945	79316	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
749	4.641	346.18512	1244	1248	1597	3445	980	1526	376	780	1127	848	0	3017	1615	2040	876	1029	628	1131	780	3434	0	1790	0	1379	475526	291060	917942	565572	567688	590327	663441	403214	455366	219076	484266	770048	449122	558655	253899	287815	479350	486136	297239	432128	438225	625618	538850	402706
750	1.513	347.07251	31386	54351	89296	56509	250865	96417	111776	53112	56019	56700	37121	72209	49944	86173	88011	89889	371281	61174	56636	64643	52891	77816	40450	70228	31592	39911	66138	87902	30812	40103	29293	23420	27467	31387	16806	49029	9590	11963	19419	14876	20518	38638	29969	51738	34454	31559	117574	49258
751	11.658	347.12247	32104	41850	43677	26784	54987	23737	21518	38193	34353	28105	41452	45754	40457	34855	24311	25654	25681	39524	26744	43967	45853	27037	41127	32489	807309	1081571	1357727	1230538	811110	1087638	1275864	1154080	829700	682070	547033	1193766	693936	471951	961868	1341316	880596	1124974	1731757	1781960	1296362	2028762	1911077	1853332
752	11.362	347.14709	178362	126946	163009	212877	86781	232797	181765	207523	103681	115261	157707	161922	91273	118474	115498	144116	125940	99949	165795	89434	110211	91172	61177	182239	0	2052	0	0	0	0	149	203	184	0	0	884	187	0	651	0	0	348	0	1216	0	504	1393	0
753	12.285	347.14758	922313	713876	1073024	1067252	832192	573078	721994	895460	835194	852785	959837	743160	840507	875797	849086	613644	749943	1071844	694588	1081478	858130	798260	618382	1056561	6554	8004	7595	9033	5323	10515	6924	4353	8271	6680	7881	4032	4522	3864	2177	10671	9226	9771	10395	7906	8922	13501	13639	7790
754	9.614	347.1478	30192	20676	16522	23184	20575	21417	24986	27703	41898	10242	25062	19547	15653	20811	36288	14675	25650	22556	18106	19122	33736	14548	18966	20988	703821	934964	996303	884690	771812	814883	740520	656877	851799	691861	563258	642012	445975	493628	528183	901457	705760	836510	963007	959403	835841	1106806	1023162	865851
755	12.633	347.14789	506266	396873	515805	592112	450125	382181	447311	462723	467149	469471	529397	436559	449302	518255	519620	386838	371218	596904	374972	553773	460707	447178	388972	599145	831	232	584	507	0	276	0	279	0	0	0	589	0	0	262	172	162	628	202	143	1235	0	0	792
756	14.083	347.31396	626436	686515	700544	706684	719333	407215	368788	686222	667984	532629	726874	774723	558875	612475	446752	406293	417722	891121	590930	843175	609348	554020	795656	475836	0	0	434	0	0	0	0	0	289	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0
757	11.459	348.20035	13772	17529	21640	26117	19302	20061	6040	8084	3822	7652	10027	21883	20901	44484	17178	19014	3861	29466	7160	10335	16460	45863	15627	20382	1544800	366675	1356736	1216069	692052	298958	331133	428511	395217	902064	536994	294908	498276	219488	219465	852019	1030182	146503	981171	3155500	555981	68132	352945	808832
758	9.587	348.20038	6897	12235	5860	10070	3051	2868	0	4118	388	3802	5445	11102	2548	6613	5031	6586	1262	7629	3951	7329	5878	10807	7779	6051	1235394	751618	1512955	1208082	1087302	793210	801268	1009072	1261238	832668	1144196	481236	1476988	747880	1007997	1845838	1402731	776200	1012681	1647837	717038	281008	609426	429706
759	10.956	348.20056	42608	43744	25721	49255	28628	31276	6937	12832	10705	12010	15800	36292	36433	74621	29415	45266	7453	30556	19701	47382	37918	70165	36056	38043	5853811	1810438	5599513	4152050	1768214	1370971	1532206	1306398	1443552	2733659	2115656	849942	1784707	916185	894990	3357991	4350390	606642	2789898	9359308	1525390	481502	1122914	3059642
760	11.86	349.16336	0	0	0	1340	0	1176	0	375	0	0	699	3451	443	0	0	0	1110	762	442	0	760	1278	0	0	1571128	1357369	1448652	1775463	1173127	1096450	1227234	752649	1089222	1301753	880140	838108	760266	750086	932169	1178988	1209343	1365944	1013721	1136656	1495956	1517213	1610948	1130275
761	20.277	349.23615	2583	207	0	279	0	38	144	330	0	125	207	758	0	0	0	0	0	0	0	754	296	0	225	0	1777198	1665782	2004920	1726728	1941188	1342814	1822312	1171596	1444508	1678434	1022751	1732037	1069505	1593836	1761000	1236284	2433366	2410152	3131479	2050376	2057458	1575540	2099506	2584142
762	2.044	350.14337	494628	396659	434208	255279	367860	294740	329683	319225	467746	366626	442533	467847	304200	355674	389871	423523	576363	380862	600638	409002	681628	385183	317518	495228	0	0	424	1346	397	0	0	910	620	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0
763	10.494	350.216	433901	793059	400471	474617	200508	242883	63269	55774	43292	74182	223156	1138482	287443	728534	97602	291716	67378	810236	178744	787655	354446	501978	480281	343066	489712	1055651	762914	651189	922014	522442	606732	1049234	714748	666177	601853	578679	613127	1078281	989158	991270	1062852	584612	1634592	808436	653433	529831	927087	587908
764	10.461	350.21609	433501	793059	400471	474617	196350	243255	63269	55774	43292	74182	223156	1138482	287443	728534	97602	291716	67378	809579	178744	787655	354446	501978	480281	343066	489712	1055651	762914	646310	922014	522442	606732	1049234	714748	666177	601853	578679	613127	1066698	989158	991270	1062852	584612	1634592	808436	642768	545028	927087	587908
765	11.927	350.21613	86243	38925	221775	499656	55117	293391	294306	53273	119188	146438	59501	332860	311802	93394	368060	128529	70708	149316	19119	120442	62237	39004	66049	171157	476131	661908	476844	219833	251533	223032	362277	178571	402029	344824	284574	449138	331260	236533	307052	507447	487368	392971	695391	205091	331375	716309	185825	499950
766	11.192	350.21637	66382	37136	94126	89790	29437	26134	14975	26280	16575	25077	33798	97140	40479	73671	30802	46999	24963	108435	32591	91044	46104	100246	57984	54042	1392556	1050868	1313419	1259321	820546	755818	697219	786915	718983	976679	797616	646078	497183	661750	401354	1560291	1172727	616305	1263188	1327613	777580	989822	522225	1098726
767	1.444	351.05835	203756	356706	263755	133019	74169	163243	45232	193533	262820	234839	176530	142212	102589	114964	326567	165496	67492	127043	248711	143225	104168	385390	76085	188064	2520	4434	3282	0	31418	20917	28860	36828	34594	21897	29378	0	16744	17348	24335	36796	15664	28173	12088	2993	2045	11575	0	19832
768	12.823	351.21487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392663	341240	245152	154767	222503	137050	230010	169407	202223	200840	306215	75932	87968	123118	103243	243178	228864	436557	193152	171038	288520	145401	53251	302320
769	14.771	351.21521	1052	0	1574	376	0	1098	197	415	1150	787	0	367	0	0	1673	0	386	0	0	0	2246	2012	0	0	891058	1022844	474403	497168	565194	266265	260066	225519	277799	484735	336971	223160	136683	67973	60186	371937	522757	393513	479044	281670	920861	140515	21589	231660
770	13.199	351.21521	0	558	0	0	0	0	0	0	0	0	0	256	0	0	906	0	978	0	0	489	394	0	0	0	486299	422545	263786	245531	257184	142537	181992	141801	227567	265547	299632	92876	78589	81467	78370	221374	246879	364965	230587	229923	379805	103873	45669	217155
771	1.81	351.27527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	0	0	0	50391	90611	28880	47009	37947	107676	161036	84537	99810	69547	96247	58548	58470	86058	36420	383103	73633	74421	210974	12083	50706	148485	39987	76165
772	11.704	352.23129	6594	32938	11994	15316	9334	12790	3601	2888	4730	2123	3230	19878	10496	11698	8734	13510	3854	9367	4089	12096	10256	15126	6718	17122	42524	160787	306279	203260	260016	55870	343719	268520	89558	91278	134628	323486	110714	76458	74812	238571	428145	142716	210142	167824	172675	133457	507436	185815
773	20.126	352.23688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	50	0	0	0	166349	84254	89748	75157	104063	95622	110989	84281	118215	59430	59137	79640	107897	86376	103230	101424	83892	102713	84296	67990	168982	96506	47550	65803
774	18.493	352.24677	668	0	0	0	136	62	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236649	210513	332923	180455	346366	191215	318240	331428	306440	336583	449990	157896	392192	300505	533156	774015	416061	439100	186411	241370	470171	184728	33462	248019
775	17.329	352.24722	0	0	429	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	404838	305061	596173	246710	354213	312112	377478	272522	269554	429324	242087	173788	495226	175562	213286	710683	440416	194110	415922	389800	995087	177654	50602	90085
776	20.128	352.24771	472	0	0	0	0	601	0	263	0	1935	0	2427	415	0	398	0	0	0	54	0	0	0	0	0	9905469	6943056	8594338	7475184	9852098	6204244	6759686	8584256	8264458	8128033	6890338	4786360	9425789	6969465	7089529	9454086	8691658	6417616	5672747	5843826	11399886	7727823	3334923	4862271
777	1.435	353.08316	47910	60984	61181	64483	68110	37907	38940	47808	50889	29654	51817	44482	46488	64450	36762	63348	88614	96308	59615	73502	27407	48524	62397	59108	291374	325054	376898	352303	217129	168650	168998	91440	160261	209428	176240	333086	110469	127106	106528	193747	315367	231025	225840	225682	239602	286292	344086	266688
778	10.171	353.19415	19357	17763	48789	65886	99826	57467	73487	67404	74000	112389	78444	96497	13056	120503	51813	123599	9348	46841	91658	40937	117377	108186	49096	63434	3783	5053	2013	1287	3851	3944	4776	1338	570	1878	901	4866	1796	5231	2365	5785	3251	7051	8181	2638	2420	8730	2907	1442
779	18.416	353.26761	441866	689231	624339	657789	920990	550132	346428	1065166	623350	666850	411842	426276	747608	1082436	794503	535504	296968	302034	498016	987150	506082	466919	991634	403799	17108	43639	19007	18763	20681	19539	17289	18819	22376	19316	15939	20963	16857	20531	18921	18392	15585	24157	21709	65078	14905	14689	36405	17822
780	19.618	353.26773	535765	617179	623126	661174	742668	456097	271518	1087240	515764	583533	435096	408186	561417	940324	790239	538244	249790	352559	565797	789868	548312	491364	779849	431841	31360	128132	49632	59122	49279	34031	32830	38434	38571	34902	47545	68043	22331	28647	25639	30474	33930	53781	48770	62265	19310	40216	88080	36446
781	1.445	354.10764	3485925	3741534	3639404	4276198	5564094	4905560	4316020	4811357	3571572	4709247	5148438	5399336	5993054	5544888	5276201	4796644	4128149	4100372	4057227	4660930	5043636	3435712	5236523	4837713	1648540	748121	1476684	792055	953374	1523788	1729107	2117238	1607756	1301784	1676487	1625095	1656115	1662803	1202908	1340819	1424914	1953287	1244150	1338928	1487634	1892669	1445323	1711553
782	1.402	354.11011	2494173	110338	3649684	4300842	5587110	4922264	4338446	4826890	3590447	4721692	5149693	4915902	6007031	5544888	5296014	4794932	4134617	4122672	4061009	4672238	5050957	3456157	5236523	4846812	1648540	1096632	1468072	792055	1073813	1505914	1868263	2323389	1732926	1486005	1893051	1625095	1656115	1662803	1202908	1340819	1424914	1953287	1381870	1338928	1646051	1886711	1442649	1816360
783	12.369	354.24704	1358	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124642	42470	242389	206599	54116	37068	48339	129766	35381	71100	63200	162297	144451	112569	207174	47729	54022	101130	130324	241599	147254	88402	42108	34425
784	4.956	355.10083	169678	295070	22817	186878	35731	219432	115524	111699	29842	106420	277068	211341	58414	24535	41761	69286	197705	193438	365398	92357	80504	117490	95141	47483	0	0	0	0	0	0	0	0	0	0	0	0	109	0	912	0	0	97	485	0	698	0	0	0
785	3.329	355.10126	6666090	8074108	1375557	6722082	1704670	8583077	6624376	5389013	2148796	4762678	9960148	7527386	3696432	1499264	2779132	4540072	6523476	7634470	10863990	4125108	3965657	5776620	4299086	2567250	307	0	1312	740	1671	0	1376	0	2488	494	0	0	2093	0	5030	1000	0	1005	0	912	766	0	0	0
786	2.387	355.10129	363405	1248746	50180	293569	1585718	1349967	1161874	701138	390808	724632	966687	329781	447240	285381	160689	681660	590228	1499453	1681845	609172	271071	375747	673068	1018280	68020	12749	2618	6330	16955	25677	117356	25036	74835	256132	73403	141043	92887	1484	270371	17591	146238	87093	27297	17004	124663	66360	261	17473
787	17.327	358.23608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101883	75343	129847	67280	69174	66258	99309	38616	46238	77864	47714	40016	81354	27401	31060	114738	74163	57952	127101	98773	249524	55140	23346	31058
788	20.121	358.23611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316645	206909	254653	193054	227300	144730	186210	138637	144698	169883	162360	163564	205158	94139	124681	183344	148874	212856	177896	226270	431059	257095	100234	155132
789	6.658	359.16806	257342	268671	282327	255089	239838	148675	215520	313297	245713	245428	247969	298643	212427	238758	165738	180814	293263	289512	275890	282209	263369	306165	263078	173508	60730	28714	76061	49434	35628	35284	62091	37989	31290	51848	45403	67964	27870	42858	39591	52103	40109	51582	75985	134834	64736	96071	51541	111362
790	9.769	359.16861	322807	367427	331357	353426	383137	241860	227008	481790	345891	320002	381586	404449	233445	343627	302482	347230	292492	425779	400380	394944	442572	407064	414660	222170	16130	27478	19284	17204	13773	21293	22201	22914	12516	15560	18931	29247	12953	19781	14215	18204	18316	13634	31754	12034	23819	37607	31863	12105
791	1.638	360.14917	2170338	965098	1512812	1544806	1810364	2111181	2206969	2132810	1204748	1435364	1633173	2148017	1964997	1859144	1594976	1765531	2325192	2067830	1647793	1877188	1864496	1328064	1609465	1653335	2626244	2828902	2932982	2744504	3310425	3445558	3694232	4044948	3698230	3882304	4296020	2445368	4705376	4490669	4228750	4079110	4179250	3171862	2505296	3046516	2510022	2509815	2705581	2814812
792	13.523	361.16272	247777	182172	341516	362850	265453	282425	403929	566200	434165	332918	249653	265362	209103	308939	407705	669310	370651	707268	200160	333442	257098	351208	172160	330381	770	0	27896	0	0	0	0	0	1505	0	702	199	0	0	319	212	526	904	0	0	9154	1346	31837	0
793	10.244	361.16333	3830	2001	9637	5290	2116	3933	4894	4581	5690	3013	4252	7038	2922	4497	2341	5381	6412	6354	5419	4519	3108	957	1417	1596	963148	512294	1035195	971702	709006	625948	798634	1089765	990790	773237	868914	1060626	613809	723684	670996	608241	947163	662630	518956	737593	932630	822570	761123	739906
794	1.428	362.09601	600960	598379	726415	727298	1131843	1402385	1670718	2377880	1208758	1266590	1356073	640727	1171962	899915	1861795	1100528	1312964	578683	784081	715132	525240	914267	813049	735973	52431	50128	49358	6776	615275	360530	417165	548240	727762	429163	904174	21211	1067495	590150	736683	892659	434647	412739	63533	9626	41760	65656	14122	298107
